"Event","Phylum","Subphylum","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Genus","Species","Det_level","base_name","known_class","longlab"
"TREE00120160712","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Dicyrtomoidea","Dicyrtomidae","Dicyrtominae","Dicyrtomina","indet.","Genus","Dicyrtomina","Collembola","Arthropoda_Collembola_Collembola"
"TREE00120160908","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Entomobryomorpha","NULL","Entomobryoidea","Entomobryidae","Entomobryinae","Entomobrya","Entomobrya nivalis","Species","Entomobrya nivalis","Collembola","Arthropoda_Collembola_Collembola"
"TREE00120160908","Arthropoda","Hexapoda","Collembola","NULL","NULL","Collembola","Symphypleona","NULL","Dicyrtomoidea","Dicyrtomidae","Dicyrtominae","Dicyrtomina","indet.","Genus","Dicyrtomina","Collembola","Arthropoda_Collembola_Collembola"
"BLAN00320160428","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","Lycosoidea","Lycosidae","NULL","Pardosa","Pardosa milvina","Species","Pardosa milvina","Araneae","Arthropoda_Arachnida_Araneae"
"BLAN00320160929","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Auchenorrhyncha","Cicadomorpha","Membracoidea","Cicadellidae","Deltocephalinae","Balclutha","Balclutha abdominalis","Species","Balclutha abdominalis","Hemiptera","Arthropoda_Insecta_Hemiptera"
"BLAN00320160929","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Tipulomorpha","Tipuloidea","Limoniidae","Limoniinae","Dicranomyia","indet.","Genus","Dicranomyia","Diptera","Arthropoda_Insecta_Diptera"
"BLAN00320160929","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Nematocera","Bibionomorpha","Sciaroidea","Cecidomyiidae","indet.","indet.","indet.","Family","Cecidomyiidae","Diptera","Arthropoda_Insecta_Diptera"
"BLAN00320160929","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Lepidoptera","Glossata","Neolepidoptera","Noctuoidea","Notodontidae","incertae sedis","Misogada","Misogada unicolor","Species","Misogada unicolor","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"CLBJ03220160525","Arthropoda","Hexapoda","Insecta","Pterygota","NULL","Coleoptera","Polyphaga","Scarabeiformia","Scarabaeoidea","Scarabaeidae","Melolonthinae","Phyllophaga","Phyllophaga calceata","Species","Phyllophaga calceata","Coleoptera","Arthropoda_Insecta_Coleoptera"
"CPER00220160714","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Gnaphosidae","NULL","Drassyllus","Drassyllus dromeus","Species","Drassyllus dromeus","Araneae","Arthropoda_Arachnida_Araneae"
"CPER00520160922","Arthropoda","Chelicerata","Arachnida","Acari","Acariformes","Trombidiformes","Prostigmata","NULL","Eupodoidea","Eupodidae","indet.","indet.","indet.","Family","Eupodidae","Acari","Arthropoda_Arachnida_Acari"
"CPER00520160922","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Muscoidea","Anthomyiidae","Anthomyiinae","Botanophila","Botanophila profuga","Species","Botanophila profuga","Diptera","Arthropoda_Insecta_Diptera"
"DEJU00320160720","Arthropoda","Hexapoda","Insecta","Pterygota","Polyneoptera","Lepidoptera","Glossata","Neolepidoptera","Nepticuloidea","Nepticulidae","Nepticulinae","Fomoria","Fomoria weaveri","Species","Fomoria weaveri","Lepidoptera","Arthropoda_Insecta_Lepidoptera"
"DEJU00320160817","Arthropoda","Chelicerata","Arachnida","NULL","NULL","Araneae","Araneomorphae","NULL","NULL","Thomisidae","NULL","Xysticus","Xysticus obscurus","Species","Xysticus obscurus","Araneae","Arthropoda_Arachnida_Araneae"
"DEJU00320160817","Arthropoda","Hexapoda","Insecta","Pterygota","Paraneoptera","Hemiptera","Sternorrhyncha","Aphidomorpha","Aphidoidea","Aphididae","NULL","Cinara","Cinara nimbata","Species","Cinara nimbata","Hemiptera","Arthropoda_Insecta_Hemiptera"
"DEJU00320160831","Arthropoda","Hexapoda","Insecta","Pterygota","Holometabola","Diptera","Brachycera","Muscomorpha","Syrphoidea","Syrphidae","Syrphinae","Epistrophe","Epistrophe grossulariae","Species","Epistrophe grossulariae","Diptera","Arthropoda_Insecta_Diptera"
