Event,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Genus,Species,Det_level
UNDE00320160524,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Xyleninae,Enargia,Enargia infumata,Species
UNDE00320160719,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Hymenoptera,Apocrita,Parasitoida,Ichneumonoidea,Ichneumonidae,Ichneumoninae,Vulgichneumon,Vulgichneumon terminalis,Species
UNDE00320160719,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Cecidomyiidae,indet.,indet.,indet.,Family
UNDE00320160913,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Omaliinae,Olophrum,Olophrum consimile,Species
UNDE00320160913,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Lauxanioidea,Lauxaniidae,NULL,Melanomyza,Melanomyza gracilipes,Species
UNDE01720160524,Arthropoda,Hexapoda,Collembola,NULL,NULL,Collembola,Symphypleona,NULL,Sminthuroidea,Bourletiellidae,NULL,Deuterosminthurus,indet.,Genus
UNDE01720160524,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Opiliones,Palpatores,NULL,Caddoidea,Caddidae,NULL,Caddo,Caddo agilis,Species
UNDE01720160524,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Sarcoptiformes,Oribatida,Brachypylina,Oripodoidea,Oribatulidae,NULL,Oribatula,indet.,Genus
UNDE01720160719,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Lepidoptera,Glossata,Neolepidoptera,Noctuoidea,Noctuidae,Xyleninae,Enargia,Enargia infumata,Species
UNDE01720160719,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,NULL,Bathyphantes,Bathyphantes pallidus,Species
UNDE01720160719,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Cantharidae,Cantharinae,Rhagonycha,Rhagonycha mollis,Species
UNDE01720160913,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,Eupodoidea,Eupodidae,indet.,indet.,indet.,Family
WOOD00220160628,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Nematocera,Bibionomorpha,Sciaroidea,Keroplatidae,Keroplatinae,Orfelia,Orfelia nemoralis,Species
WOOD00220160628,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,NULL,Tydeidae,indet.,indet.,indet.,Family
WOOD00220160906,Arthropoda,Chelicerata,Arachnida,Acari,Acariformes,Trombidiformes,Prostigmata,NULL,NULL,Tydeidae,indet.,indet.,indet.,Family
WOOD02320160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Adephaga,NULL,Caraboidea,Carabidae,Carabinae,Carabus,Carabus maeander,Species
WOOD02320160628,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,Tingoidea,Tingidae,NULL,Corythucha,Corythucha marmorata,Species
WOOD02320160628,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Araneoidea,Linyphiidae,Erigoninae,Walckenaeria,Walckenaeria atrotibialis,Species
WOOD02320160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Adephaga,NULL,Caraboidea,Carabidae,Harpalinae,Pterostichus,Pterostichus commutabilis,Species
WOOD02320160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Staphyliniformia,Staphylinoidea,Staphylinidae,Paederinae,Paederus,Paederus littorarius,Species
WOOD02320160628,Arthropoda,Hexapoda,Insecta,Pterygota,NULL,Coleoptera,Polyphaga,Cucujiformia,Tenebrionoidea,Mycetophagidae,NULL,Litargus,Litargus tetraspilotus,Species
WOOD02320160906,Arthropoda,Hexapoda,Insecta,Pterygota,Paraneoptera,Psocodea,Psocomorpha,Homilopsocidea,Lachesilloidea,Lachesillidae,Lachesillinae,Lachesilla,Lachesilla pedicularia,Species
CPER00220160714,Arthropoda,Chelicerata,Arachnida,NULL,NULL,Araneae,Araneomorphae,NULL,Lycosoidea,Lycosidae,NULL,Schizocosa,Schizocosa humilis,Species
CPER00520160922,Arthropoda,Hexapoda,Insecta,Pterygota,Holometabola,Diptera,Brachycera,Muscomorpha,Sciomyzoidea,Sepsidae,NULL,Sepsis,Sepsis sphondylii,Species
